S/N,Filename,Name,Description,Gender,UUID,SHA256
1,adewale-the-amebo,cad316c3-37f8-4b27-9f53-9d803bfcfee7,adewale-the-amebo.39d7d19aba978a860642e9aa6916bc4e7dbee58ffcd869ef9b7b22069f35fd6e.csv
2,alli-the-queeny,a57ecda4-a26f-4e97-a757-e1800af39aab,alli-the-queeny.5738235c07a985e092f255f7adfa32e1bdae06d8acc82ae39165b8d36bfbb69b.csv
3,aminat-the-snnobish,0e37ed0d-3e84-4f32-a91f-ec9c4ba8c7de,aminat-the-snnobish.7b5f963cd1b388cc8547ce0b24de0201b2fe95d6a5c0c2c55e99977a20925556.csv
4,aminu-the-carpenter,4f30b751-96e7-40fe-97fd-e3d44973ff2f,aminu-the-carpenter.2cba5bb64ad3bec0500f77e32be82b1293392a36c200d405d827568d1a9bd92f.csv
5,chibuike-the-kudibag,5ce854f2-7ac1-46fd-b3fe-57583935d1e5,chibuike-the-kudibag.5bd8a567e42a79fa720574fedabac0c80a57d054ace84aa7c42c1b813d0fa196.csv
6,chidinma-the-model,c98db72e-49ac-4ca6-89d5-e00f5fbbcc45,chidinma-the-model.57c5bd748c0d548b11799ceb5d231f17f4eeab565afd560dc94db76229672148.csv
7,chioma-pretty- girl,182ea888-a85b-42ca-ad73-ed4f8f9aa5c7,chioma-pretty- girl.9196ff02ae0212ef41896870b39d39f4f0be9f0f1fb1756f84f6d84e1641c830.csv
8,damilare-the-handsome,27eca2dc-d7df-474a-8f8f-1858152c711e,damilare-the-handsome.425b92c3f8ac3a981fcc3a5ca796767f9845e5f3b751c1e0fa99adba0254178a.csv
9,ebiowie-the-planter,f1df8270-4d60-4bd4-8959-ba7c384db5c4,ebiowie-the-planter.796a89778b9b2da79f5bffd43c256fa10950751f14fd7a8ffd03af1131c16b65.csv
10,emeka-the-businessman,9b3d75da-4887-4089-aee4-50de3954fdc9,emeka-the-businessman.94d0830c8c57ce99556fadf0d580d0d41daafa3ec3d91c6e55743824512ba970.csv
11,gbeminyi-the-monk,c8b1fd1d-8551-4bb4-8dc4-923a9aeb39fb,gbeminyi-the-monk.386d1c60ef197639418423ae63ee3b57a24408dba5089427313633741cc9a7ec.csv
12,henry-the-sportsman,e1225451-bfdf-4a1f-8d37-9cce3a0bd67b,henry-the-sportsman.17a7b6df9017b798cc84eee4636d06d06b77d4c7573dfff9ef9f000656d0659f.csv
13,mayowa-the-smallie,dfbb4163-df24-4d54-b74c-6218a68df8bd,mayowa-the-smallie.370fa65321e34963af264077d3092f74e09b2831923cf5034c4d3f994f933e20.csv
14,muyiwa-the-stylish,dcf9d5a0-57b7-4126-a05e-6c8f1045d3f7,muyiwa-the-stylish.7d364a136030e2aecc79913f2fa1ed1e603a5716819204e4a9039178bd468290.csv
15,nina-paper-chaser,59524227-dc52-407c-8cca-e9e8c5fb3018,nina-paper-chaser.85a92f45066051601577ed9b60d6e706e088f1f0b7c170975a4c3f5108158a1d.csv
16,oluwaseun-spicy,808f7007-6552-4efa-bd13-4b7c337b102b,oluwaseun-spicy.bfa9337bc732908ccb39453a506acea2984e58dfd5dfe47d4b53d00c99ee4825.csv
17,sesan-the-smartie,ba3edda7-8940-4ca4-97ba-826398d5909f,sesan-the-smartie.2cffac294cce766d81a5d431c0cdac95026a16ed43f1cb6411be260934087f9d.csv
18,tiwa-london,78da7aeb-8352-4e25-89ac-dc48b5984089,tiwa-london.817ecdc6fc48e495bb7c1e4e4aa19079da2a1bdbfb994d854e02b8aacfb9aa84.csv
19,tunde-yoruba-demon,53b46bd7-a537-402b-b249-0b4074a8faae,tunde-yoruba-demon.5d2cdb7fad22a46487e7880adddd0e8f96da061b6f95de8113229e97f489dd70.csv
20,yakubu-the-zombie,4adb6781-1614-424e-8f77-fe59ffca2209,yakubu-the-zombie.e923e51f0ecffca8b6440a742429e9ff1c5d675b2ba7f2b0e051556a5d41a0df.csv
21,abdul-the-vibe,770f817a-9d9a-4772-9a91-e66dd9d03470,abdul-the-vibe.95ffeec9affbeb3ff761c2d0386cb3e0686b61f8cbe788d47cc148eb419c1688.csv
22,emeka-the -clown,78810fa6-a7ef-4d83-bf57-caf49db4ee69,emeka-the -clown.54248044166285bc0b3a1063081e6e3b935f22fcfcae5eadc22ad23b9be6216f.csv
23,salam-the-odogwu,f2957ded-022c-4b07-92c6-b345d4816a67,salam-the-odogwu.8215ab72d46fadae6a0b1564165a1f37f0e2dc7fa4e9b818c10bb0a9e743b4bc.csv
24,charles-the-exporter,09395e76-19ed-4852-8748-795ee7496a8e,charles-the-exporter.a28ffda69cafed9562aba73a4cf536acdf05fa7e99c689d13c8abb0c34f77f4c.csv
25,wole-the-pimp,4d94d4f7-9b69-4e43-9db1-1fe83df92857,wole-the-pimp.5e3b83f3f9e80b9cc96d5689187cb5d4bd65c658c232a76d4401ebd3f84742e2.csv
26,saro-the-baller,d35a7514-8996-42fb-a5f2-5a603ec679c5,saro-the-baller.4412b321b3dde8aa06f4df8c4b0b91bc7c62e8138cf1f2491aaf23df83b7028e.csv
27,ade-omo-yoruba,92984fa0-310b-4377-8a10-15965d044383,ade-omo-yoruba.7641327cd2e1dcb7fdfc1455e567b4d5106e7f76f0402ed797f714c3446bbeaf.csv
28,shola-cool kid,3ac5c186-bc14-4eb6-8567-cc818465a64f,shola-cool kid.70be2f0c7100c71986d16fa881f7ba0c5a8bc4cf94500056761513f921e5a550.csv
29,charlie-the-smoker,71a0aa22-d111-43b7-8484-43d87310bc42,charlie-the-smoker.6673247f3d914f0f5cbb8395e9b6e8d8424831d60556c103bb5074b486cdeeb4.csv
30,femi-the-badguy,e493e3fb-a8a0-455a-854f-0f6474bbc69f,femi-the-badguy.d4ed853f8a5d29f9ef23f4034f8cd759ccff14e2e10e592bd9f38fd722fbc47b.csv
31,sinzu-money,942f8347-9932-4331-bd15-d0f3a048b54f,sinzu-money.dde9d944f6f6cbde02c948211dd23af250b6ffb4957089baa6f6742687410191.csv
32,obinna-the-palmwine tapper,0f1af056-2548-4407-bed4-abc11deae05d,obinna-the-palmwine tapper.a42473c0b5ec986b83fb749dd748a18b3d76a76109e371d379433c41a13fcf3d.csv
34,sabinus-the-town crier,01d4ce96-818e-44b1-8813-68a7d34b35ba,sabinus-the-town crier.3d437113ceafe383563b28c5c9994c43447bde890630eadb814b491965d1bc53.csv
35,adisa-ibadan,3a925f27-35f6-4dbf-9960-c6527fae5f3e,adisa-ibadan.00e8832353c54c2fd670fb131bcfbaa45216dc847d839ba807e1b3840ce32e8b.csv
36,linda-the-navigator,71f335a6-5a4f-4410-9cea-179336f0e498,linda-the-navigator.3b5acbfdf84b6d1fc908244b2686e95f38b2b93ec43a397943a5dad46db29a66.csv
37,kemi-the-iron lady,35b11a31-5b92-49f4-8fb1-30f255d22054,kemi-the-iron lady.36abfc4280bc1a0d53e0b0f47a8576680dcf5ec2856b1ef49f7cb44489e94e92.csv
38,mercy-the-sassy lady,7a3c70ac-927f-4a63-a3df-ab86dd27cd0f,mercy-the-sassy lady.82a368179b976056814e77996b7bd9fe289fc710e04e4c13a0108c0116ca8dd9.csv
39,sandra-money,1bd95fb0-7b2e-4354-bebd-22f9cf70a1ca,sandra-money.f8aa9ede0a2c167ad56508148db798a0a77070021cb58fc48278baf6bf74d377.csv
40,bimpe-the-fashionista,92b548b7-998b-46b6-8198-80d407209483,bimpe-the-fashionista.e966445e0e937bd7e4444012351cfd21ed147a4e62f8629457945087021d9af6.csv
301,wendy-the-banker,587645e2-5ace-11ed-9b6a-0242ac120002,wendy-the-banker.2bc240cd49ebcec945b2805119c41ecdb975c3269a906fc28e205360a0253d11.csv
302,uduak-the-dark horse,58764862-5ace-11ed-9b6a-0242ac120002,uduak-the-dark horse.167cc14277855563bfd64bd8913f20dd93fb96866257fa2b5190c3c08774a80f.csv
303,timeyin -the -eccentric,58764a2e-5ace-11ed-9b6a-0242ac120002,timeyin -the -eccentric.c4a72163f93f762405e94038431beb227ac18e7d76b48a6810ed1646b1e995ff.csv
304,omawunmi -the -businesswoman,58764b78-5ace-11ed-9b6a-0242ac120002,omawunmi -the -businesswoman.d0921a6a79cd46cdec2db5aef9a9fd2ab14b1ac38bf46ee5ed5aebc6099268a1.csv
305,halima -the -housewife,58764d8a-5ace-11ed-9b6a-0242ac120002,halima -the -housewife.3d27d37d233fc1b02e404c0d301b857addd46d0d0105d0225708049f378ba056.csv
306,muna -the -block sister,58764ea2-5ace-11ed-9b6a-0242ac120002,muna -the -block sister.60ae4e001e2bbcd51b4f2fd34c4ae6a6d33a12bf2440e3bfc6d8c141b017ea4d.csv
307,stella -the -gossip,58764fd8-5ace-11ed-9b6a-0242ac120002,stella -the -gossip.c67165d4c917b1cc9019a94c63c460d0035a3dc31ee44cc4d0407cb61081a041.csv
308,agbani -the -wannabe,5876542e-5ace-11ed-9b6a-0242ac120002,agbani -the -wannabe.8725490febeaacd47b9d80a41746f2399b992f76367a3e5a01b83b473201314f.csv
309,asante-the -warrior,58765578-5ace-11ed-9b6a-0242ac120002,asante-the -warrior.be24d58633a352b5c09508d00d0dd34da47a0ba2b6f12039ef286a059c4c5bd1.csv
310,hilda -the insomaniac,5876569a-5ace-11ed-9b6a-0242ac120002,hilda -the insomaniac.9ba6802f21aed70da2f849943b8c457a3ef56696524a85c1f40a84a392837f92.csv
311,sisi yemi-the -street aunty,587657a8-5ace-11ed-9b6a-0242ac120002,sisi yemi-the -street aunty.f03fda7ea8218014853ef8e9dfc6bf56ef608fb963d93ae65846c9421019b58f.csv
312,chiamaka -the -bully,587658ca-5ace-11ed-9b6a-0242ac120002,chiamaka -the -bully.d30a3b735a3d68abe7747e1f4abff87994d849f8a06184cef3e8343666e590a4.csv
313,gift-the-fashionista,58765adc-5ace-11ed-9b6a-0242ac120002,gift-the-fashionista.842d8b42918d945f8622af77aae012ecc9a56f610b8abf697606c2a3ea8863d3.csv
314,omoyene-the-weirdo,58765bea-5ace-11ed-9b6a-0242ac120002,omoyene-the-weirdo.aff26403cdeb7aeabd4be718d55c0a7a7c6339795956e6ba5342cff5a51fafde.csv
315,maria-the -freshface,58765d02-5ace-11ed-9b6a-0242ac120002,maria-the -freshface.9bc6d9b9b79b7e362c0ebd8ab57a71e2d51c8493b01fe81b3c283e4e1ac37a34.csv
316,monica-the-smoker,58765e24-5ace-11ed-9b6a-0242ac120002,monica-the-smoker.0b9891d13e38a6a69c52a2a99a6a39103fd917d250aca16aadd9165f058070b9.csv
341,mansur-the-partyrider,78db0f29-3936-4d9c-bb90-3dbf20dba2dd,mansur-the-partyrider.ce56e889fe6844f8a566220a14282671e4e2be640de3f7238ae79c701fdbb985.csv
342,tola-the-businessman,1c5d5a6b-cf04-4bf9-978e-22a7e9bc5819,tola-the-businessman.147d33f31c3ffcfa88243f2b5522fbb04bbfbb3677738aaafefc1c3eb2cf4969.csv
343,abdullahi-the-honorable,dd708276-445f-4483-8357-fc08e999328f,abdullahi-the-honorable.53209e9b8b42453366a753def04a0bad7b3fc860347e09e292aca49adc9158be.csv
344,ojukwu-the-badguy,76c1eabf-15ea-446a-8426-472982c4d800,ojukwu-the-badguy.947932d65facdf930c11c7c40010e2990ea535cdeb31afa5167c9836c36430ea.csv
345,odunsi-the-egbonadugbo,2912ab8b-5875-4277-a5c2-a0209aee90ae,odunsi-the-egbonadugbo.9262a4d271f51af4e2d71619bbd5326bb5d23a7891df0225c3efcf77adecfe72.csv
346,ogogo-the-sugardaddy,aa575f30-04ad-45f9-a798-199465117793,ogogo-the-sugardaddy.1745202a63aec25c4fe06269405c26ce37e6b1709a8f8880bac36d60a7fa6672.csv
347,suli-the-amalaseller,46fd4821-04dd-4f65-9290-c130a00c4c93,suli-the-amalaseller.f5624130ac9efcbd10d06bb7d49cd1ab1594b6d1e130c82ad4deeebfac4c64ba.csv
348,dolapo-the-afrocentric,cbab232b-5c62-4df8-867b-018a2e496cd4,dolapo-the-afrocentric.c4939fd0f8bc1cb134acafe08cd1dbf0ddb64f3b1d2d690bdf5dd174266df7df.csv
349,danjuma-the-saddist,5a42af57-186e-425b-b6b1-f72bda4911ef,danjuma-the-saddist.1022793fa808aecc8a3111e850a6ed82f972e91883aec45e663399c943dce7e6.csv
350,chinedu-the-farmer,9e8a55d7-0d8d-465d-a628-08ddd387a2c6,chinedu-the-farmer.ebefca6467a32a159b72e441697a36229cc6dd0cd4b8797a297603711b9f9611.csv
351,kola-the-baldguy,c32f1757-da9c-49e8-bd79-510a42b6971a,kola-the-baldguy.88eae04e87015f183812bee71a79607b64df4318798b657308638f194c7ad7d3.csv
352,bola-the-bosslady,09ff910d-a2be-49d5-8b27-b9378458701c,bola-the-bosslady.eed4dc355ca6c585789ce91dfde01708546d30a0d223a44ff0d3918f3c915672.csv
353,kunle-the-alienguy,dea2f5d8-e3ba-4d3f-9a17-0a7edfd0c100,kunle-the-alienguy.021c1421a019d2f84e345aa135e660b498808a2a124c6d6619f7d85ca3536b81.csv
354,segun-the-sharp,f9159a9c-f48d-4aee-bcc1-63c86209f806,segun-the-sharp.6ac6832cd0c7dd992d38b6e45c23b0cc19494b5bbd74d3f9afc042b2e78decb4.csv
